CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,crimeCaseNumber
9/30/13,1756,1K,3600 BENSON AV,HOMICIDE,KNIFE,832,SOUTHWESTERN,Violetville,"(39.2649200000, -76.6744500000)",
9/30/13,1832,1F,3000 TIVOLY AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3253900000, -76.5919700000)",
9/26/13,1647,1F,3900 PENHURST AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3386600000, -76.6814300000)",
9/24/13,1329,1F,2700 HUGO AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3231700000, -76.5890500000)",
9/24/13,2321,1F,1500 UPSHIRE RD,HOMICIDE,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3338800000, -76.5937000000)",
9/21/13,212,1F,5400 CRISMER AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3463500000, -76.6898100000)",
9/19/13,1404,1F,1700 N MILTON AV,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3101700000, -76.5829900000)",
9/18/13,2221,1F,300 E NORTH AV,HOMICIDE,FIREARM,311,EASTERN,Greenmount West,"(39.3112100000, -76.6123200000)",
9/17/13,1200,1O,2500 S PACA ST,HOMICIDE,OTHER,921,SOUTHERN,Mount Winans,"(39.2630500000, -76.6453100000)",
9/14/13,57,1F,3700 BONVIEW AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3146400000, -76.5660900000)",
9/13/13,145,1F,2600 E MONUMENT ST,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.2989300000, -76.5807800000)",
9/10/13,2217,1F,600 DENISON ST,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edgewood,"(39.2945300000, -76.6741900000)",
9/9/13,1634,1F,6500 BRIGHTON AV,HOMICIDE,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3509100000, -76.7098200000)",
9/8/13,50,1F,1000 VALLEY ST,HOMICIDE,FIREARM,311,EASTERN,Johnston Square,"(39.3014900000, -76.6049200000)",
9/8/13,1536,1F,4700 DELAWARE AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3450900000, -76.6695900000)",
9/6/13,2205,1F,6800 MC CLEAN BLVD,HOMICIDE,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3693400000, -76.5671100000)",
9/6/13,45,1F,1200 W NORTH AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3103200000, -76.6370700000)",
9/6/13,2020,1F,3900 CHESTERFIELD AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3171700000, -76.5629700000)",
9/4/13,129,1F,1100 E 25TH ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3175100000, -76.5989100000)",
9/3/13,228,1F,2500 N EDGECOMBE CIR,HOMICIDE,FIREARM,532,NORTHERN,Parklane,"(39.3417400000, -76.6601500000)",
9/2/13,834,1O,1600 N BROADWAY,HOMICIDE,OTHER,343,EASTERN,Oliver,"(39.3086800000, -76.5950700000)",
9/2/13,1928,1O,800 LENNOX ST,HOMICIDE,OTHER,133,CENTRAL,Reservoir Hill,"(39.3117400000, -76.6300500000)",
9/1/13,2321,1F,1100 WHITELOCK ST,HOMICIDE,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3125400000, -76.6378600000)",
8/29/13,504,1K,200 W LOMBARD ST,HOMICIDE,KNIFE,111,CENTRAL,Downtown,"(39.2876700000, -76.6179300000)",
8/29/13,2218,1F,1700 RUXTON AV,HOMICIDE,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3077400000, -76.6550300000)",
8/27/13,17,1O,1000 N DURHAM ST,HOMICIDE,OTHER,322,EASTERN,Middle East,"(39.3023800000, -76.5917600000)",
8/25/13,1601,1F,4000 NORFOLK AV,HOMICIDE,FIREARM,642,NORTHWESTERN,Concerned Citizens Of Forest Park,"(39.3240300000, -76.6854100000)",
8/24/13,2115,1F,1500 W FAYETTE ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2896900000, -76.6412500000)",
8/23/13,2253,1F,3100 BRENDAN AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3227800000, -76.5703600000)",
8/20/13,546,1F,1200 S CAREY ST,HOMICIDE,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2801600000, -76.6346800000)",
8/20/13,546,1F,1200 S CAREY ST,HOMICIDE,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2801600000, -76.6346800000)",
8/17/13,16,1K,400 N MONTFORD AV,HOMICIDE,KNIFE,221,SOUTHEASTERN,McElderry Park,"(39.2959500000, -76.5835700000)",
8/13/13,144,1F,500 TUNBRIDGE RD,HOMICIDE,FIREARM,523,NORTHERN,Mid-Govans,"(39.3565300000, -76.6092700000)",
8/13/13,2325,1F,2000 BARCLAY ST,HOMICIDE,FIREARM,341,EASTERN,Barclay,"(39.3124900000, -76.6110400000)",
8/12/13,146,1F,1300 W BALTIMORE ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2885900000, -76.6382600000)",
8/12/13,1002,1O,2500 W BELVEDERE AV,HOMICIDE,OTHER,532,NORTHERN,Levindale,"(39.3529200000, -76.6668600000)",
8/3/13,1628,1F,2300 N ROSEDALE ST,HOMICIDE,FIREARM,811,SOUTHWESTERN,Walbrook,"(39.3137500000, -76.6696300000)",
8/2/13,331,1F,1600 HARTSDALE RD,HOMICIDE,FIREARM,415,NORTHEASTERN,Perring Loch,"(39.3506800000, -76.5864900000)",
8/1/13,2302,1F,6400 HARFORD RD,HOMICIDE,FIREARM,424,NORTHEASTERN,Westfield,"(39.3608700000, -76.5541100000)",
7/31/13,416,1O,1900 N FOREST PARK AV,HOMICIDE,OTHER,821,SOUTHWESTERN,Franklintown,"(39.3075300000, -76.7091200000)",
7/30/13,2306,1O,3300 SINCLAIR LA,HOMICIDE,OTHER,434,NORTHEASTERN,Belair-Edison,"(39.3142400000, -76.5717300000)",
7/26/13,139,1F,2700 JEFFERSON ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2969000000, -76.5785200000)",
7/26/13,2052,1K,0 N CALVERT ST,HOMICIDE,KNIFE,111,CENTRAL,Downtown,"(39.2897000000, -76.6123300000)",
7/26/13,2101,1F,2000 JUBILEE CT,HOMICIDE,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3674000000, -76.5723000000)",
7/22/13,320,1O,800 PARK AV,HOMICIDE,OTHER,141,CENTRAL,Mid-Town Belvedere,"(39.3003100000, -76.6185400000)",
7/22/13,320,1O,800 PARK AV,HOMICIDE,OTHER,141,CENTRAL,Mid-Town Belvedere,"(39.3003100000, -76.6185400000)",
7/22/13,918,1F,1700 N BOND ST,HOMICIDE,FIREARM,343,EASTERN,Oliver,"(39.3096700000, -76.5969500000)",
7/22/13,1532,1F,2500 E PRESTON ST,HOMICIDE,FIREARM,332,EASTERN,Berea,"(39.3058600000, -76.5826600000)",
7/19/13,49,1K,3000 Liberty Heights Av,HOMICIDE,KNIFE,643,NORTHWESTERN,Hanlon-Longwood,"(39.3224600000, -76.6657300000)",
7/16/13,2147,1F,1600 PRESSTMAN ST,HOMICIDE,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3054000000, -76.6433800000)",
7/15/13,2100,1F,200 DIENER PL,HOMICIDE,FIREARM,843,SOUTHWESTERN,Irvington,"(39.2831000000, -76.6876100000)",
7/13/13,2307,1F,4600 GOUGH ST,HOMICIDE,FIREARM,242,SOUTHEASTERN,Greektown,"(39.2890400000, -76.5573900000)",
7/11/13,2200,1O,100 N KENWOOD AV,HOMICIDE,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2937400000, -76.5776700000)",
7/10/13,1155,1F,0 N FULTON AV,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2887500000, -76.6452000000)",
7/10/13,1155,1F,0 N FULTON AV,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2887500000, -76.6452000000)",
7/9/13,225,1F,1800 E LANVALE ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3097200000, -76.5924700000)",
7/5/13,151,1F,700 E PRESTON ST,HOMICIDE,FIREARM,311,EASTERN,Johnston Square,"(39.3048500000, -76.6081000000)",
7/5/13,151,1F,700 E PRESTON ST,HOMICIDE,FIREARM,311,EASTERN,Johnston Square,"(39.3048500000, -76.6081000000)",
7/5/13,1511,1F,1000 PENNSYLVANIA AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.2981400000, -76.6279400000)",
7/2/13,1655,1F,4200 PIMLICO RD,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3382600000, -76.6633400000)",
6/29/13,329,1F,200 S HAVEN ST,HOMICIDE,FIREARM,231,SOUTHEASTERN,Highlandtown,"(39.2901900000, -76.5626700000)",
6/28/13,520,1F,900 BENNETT PL,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2950500000, -76.6325000000)",
6/27/13,112,1F,2900 W NORTH AV,HOMICIDE,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3090500000, -76.6660500000)",
6/27/13,112,1F,2900 W NORTH AV,HOMICIDE,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3090500000, -76.6660500000)",
6/27/13,2107,1F,3300 ELMORA AV,HOMICIDE,FIREARM,434,NORTHEASTERN,Four By Four,"(39.3159200000, -76.5766200000)",
6/27/13,2107,1F,3300 ELMORA AV,HOMICIDE,FIREARM,434,NORTHEASTERN,Four By Four,"(39.3159200000, -76.5766200000)",
6/25/13,2045,1F,2900 GWYNNS FALLS PKWY,HOMICIDE,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,"(39.3146300000, -76.6663900000)",
6/25/13,2255,1F,800 WHITMORE AV,HOMICIDE,FIREARM,721,WESTERN,Evergreen Lawn,"(39.2965600000, -76.6580000000)",
6/23/13,442,1F,5200 ST CHARLES AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3445700000, -76.6830000000)",
6/23/13,2029,1F,900 BENNETT PL,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2950500000, -76.6325000000)",
6/22/13,127,1F,700 N KENWOOD AV,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.2991700000, -76.5781100000)",
6/22/13,1133,1F,5200 CUTHBERT AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3467200000, -76.6811600000)",
6/22/13,2356,1F,1400 PENNSYLVANIA AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3012500000, -76.6318700000)",
6/22/13,2356,1F,1400 PENNSYLVANIA AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3012500000, -76.6318700000)",
6/21/13,1309,1F,900 DUCATEL ST,HOMICIDE,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3123800000, -76.6342900000)",
6/20/13,1901,1F,1600 MOUNTMOR CT,HOMICIDE,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3069100000, -76.6445700000)",
6/17/13,2337,1F,2600 GROGAN AV,HOMICIDE,FIREARM,332,EASTERN,Berea,"(39.3064100000, -76.5808300000)",
6/15/13,1618,1F,2300 RIGGS AV,HOMICIDE,FIREARM,723,WESTERN,Bridgeview/Greenlawn,"(39.3007100000, -76.6536400000)",
6/15/13,2319,1K,0 N ROSEDALE ST,HOMICIDE,KNIFE,813,SOUTHWESTERN,Rosemont,"(39.3026300000, -76.6689400000)",
6/11/13,2202,1F,100 N BOND ST,HOMICIDE,FIREARM,212,SOUTHEASTERN,Washington Hill,"(39.2927500000, -76.5958900000)",
6/10/13,1001,1O,1600 MOUNTMOR CT,HOMICIDE,OTHER,742,WESTERN,Sandtown-Winchester,"(39.3073500000, -76.6445900000)",
6/9/13,230,1K,3300 MANNASOTA AV,HOMICIDE,KNIFE,432,NORTHEASTERN,Belair-Edison,"(39.3204500000, -76.5709500000)",
6/6/13,711,1F,3000 HOMEWOOD AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3225100000, -76.6002300000)",
6/5/13,12,1F,3700 GLENMORE AV,HOMICIDE,FIREARM,425,NORTHEASTERN,Rosemont East,"(39.3535600000, -76.5424000000)",
6/4/13,515,1F,2100 PARK AV,HOMICIDE,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3140600000, -76.6293900000)",
6/3/13,2326,1F,0 W 20TH ST,HOMICIDE,FIREARM,514,NORTHERN,Charles North,"(39.3122300000, -76.6170700000)",
6/1/13,210,1O,5500 YORK RD,HOMICIDE,OTHER,523,NORTHERN,Mid-Govans,"(39.3566600000, -76.6098700000)",
5/31/13,1145,1F,2700 ROUND RD,HOMICIDE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2482700000, -76.6284200000)",
5/31/13,1338,1F,2800 N DUKELAND ST,HOMICIDE,FIREARM,611,NORTHWESTERN,Hanlon-Longwood,"(39.3183900000, -76.6650200000)",
5/30/13,2203,1F,3600 ST MARGARET ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2334000000, -76.5953000000)",
5/30/13,2252,1K,1500 CHARLOTTE AV,HOMICIDE,KNIFE,243,SOUTHEASTERN,Broening Manor,"(39.2753800000, -76.5404800000)",
5/28/13,1431,1O,300 BIRKWOOD PL,HOMICIDE,OTHER,512,NORTHERN,Oakenshawe,"(39.3296700000, -76.6117700000)",
5/25/13,1930,1F,4500 MARBLE HALL RD,HOMICIDE,FIREARM,413,NORTHEASTERN,New Northwood,"(39.3449500000, -76.5971200000)",
5/24/13,1905,1F,1200 CHERRY HILL RD,HOMICIDE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2510300000, -76.6316300000)",
5/24/13,2019,1O,900 DESOTO RD,HOMICIDE,OTHER,832,SOUTHWESTERN,Wilhelm Park,"(39.2746600000, -76.6679900000)",
5/22/13,303,1F,1600 CLIFTVIEW AV,HOMICIDE,FIREARM,342,EASTERN,Darley Park,"(39.3152400000, -76.5955800000)",
5/22/13,2151,1F,2800 ASHLAND AV,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.3011600000, -76.5781000000)",
5/20/13,2013,1F,3100 CLIFTMONT AV,HOMICIDE,FIREARM,434,NORTHEASTERN,Belair-Edison,"(39.3194200000, -76.5752800000)",
5/17/13,2144,1F,600 CHERRYCREST RD,HOMICIDE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2486800000, -76.6213900000)",
5/13/13,1404,1F,500 N DECKER AV,HOMICIDE,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2972900000, -76.5744200000)",
5/11/13,318,1F,2500 CHELSEA TER,HOMICIDE,FIREARM,641,NORTHWESTERN,Windsor Hills,"(39.3163400000, -76.6815400000)",
5/8/13,2334,1F,4100 ETHLAND AV,HOMICIDE,FIREARM,621,NORTHWESTERN,Forest Park Golf Course,"(39.3236800000, -76.6905500000)",
5/8/13,2048,1F,2500 EUTAW PL,HOMICIDE,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3150900000, -76.6384500000)",
5/7/13,1537,1F,1100 N PARRISH ST,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3016300000, -76.6423600000)",
5/7/13,2254,1F,200 E 22ND ST,HOMICIDE,FIREARM,514,NORTHERN,Barclay,"(39.3143900000, -76.6134900000)",
5/5/13,1854,1F,2900 E MONUMENT ST,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.2991000000, -76.5765500000)",
5/2/13,39,1F,600 COKESBURY AV,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3166500000, -76.6083200000)",
4/30/13,1728,1F,1200 WALTERS AV,HOMICIDE,FIREARM,414,NORTHEASTERN,Woodbourne Heights,"(39.3596300000, -76.5943200000)",
4/29/13,2220,1K,100 N FREMONT AV,HOMICIDE,KNIFE,712,WESTERN,Poppleton,"(39.2906800000, -76.6298800000)",
4/28/13,240,1F,2800 ERDMAN AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3233300000, -76.5764100000)",
4/25/13,49,1F,4000 RIDGECROFT RD,HOMICIDE,FIREARM,426,NORTHEASTERN,Waltherson,"(39.3372800000, -76.5576300000)",
4/25/13,1538,1F,3100 PELHAM AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3236600000, -76.5692800000)",
4/20/13,1011,1K,0 E TRENTON ST,HOMICIDE,KNIFE,141,CENTRAL,Charles North,"(39.3104100000, -76.6163900000)",
4/19/13,51,1F,2700 JEFFERSON ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2968900000, -76.5789000000)",
4/19/13,408,1F,400 PRESSTMAN ST,HOMICIDE,FIREARM,131,CENTRAL,Druid Heights,"(39.3086200000, -76.6338800000)",
4/18/13,2354,1F,1700 HOMESTEAD ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3197800000, -76.5938300000)",
4/16/13,1614,1F,3800 CLIFTON AV,HOMICIDE,FIREARM,812,SOUTHWESTERN,Fairmont,"(39.3109100000, -76.6823700000)",
4/12/13,1944,1F,2700 KINSEY AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2878600000, -76.6603700000)",
4/10/13,48,1F,800 VINE ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2906100000, -76.6298600000)",
4/9/13,148,1O,1600 CYPRESS ST,HOMICIDE,OTHER,911,SOUTHERN,Curtis Bay,"(39.2237700000, -76.5873400000)",
4/8/13,153,1F,300 S PAYSON ST,HOMICIDE,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2833300000, -76.6484400000)",
4/8/13,2016,1K,4100 GROVELAND AV,HOMICIDE,KNIFE,621,NORTHWESTERN,West Arlington,"(39.3407300000, -76.6873900000)",
4/7/13,218,1K,400 E PRATT ST,HOMICIDE,KNIFE,112,CENTRAL,Inner Harbor,"(39.2866300000, -76.6098000000)",
4/5/13,1558,1F,3600 OLD YORK RD,HOMICIDE,FIREARM,543,NORTHERN,Waverly,"(39.3323800000, -76.6078900000)",
4/3/13,112,1F,2200 BARCLAY ST,HOMICIDE,FIREARM,341,EASTERN,Barclay,"(39.3146700000, -76.6111800000)",
4/1/13,1227,1O,5600 MIDWOOD AV,HOMICIDE,OTHER,523,NORTHERN,Cameron Village,"(39.3582000000, -76.6005900000)",
4/1/13,2118,1F,1900 N BENTALOU ST,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3102800000, -76.6541100000)",
3/31/13,647,1F,1600 E 29TH ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3246400000, -76.5927300000)",
3/29/13,215,1F,1300 E LANVALE ST,HOMICIDE,FIREARM,343,EASTERN,Oliver,"(39.3093900000, -76.6008100000)",
3/28/13,359,1F,1300 CARROLL ST,HOMICIDE,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2791200000, -76.6352400000)",
3/19/13,912,1F,2200 N FULTON AV,HOMICIDE,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3141900000, -76.6452900000)",
3/19/13,912,1F,2200 N FULTON AV,HOMICIDE,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3141900000, -76.6452900000)",
3/19/13,912,1F,2200 N FULTON AV,HOMICIDE,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3141900000, -76.6452900000)",
3/19/13,1838,1F,300 WILSON ST,HOMICIDE,FIREARM,132,CENTRAL,Madison Park,"(39.3069300000, -76.6301300000)",
3/18/13,941,1F,2700 FOX ST,HOMICIDE,FIREARM,511,NORTHERN,Remington,"(39.3203600000, -76.6216100000)",
3/18/13,1221,1F,3000 WINDSOR AV,HOMICIDE,FIREARM,811,SOUTHWESTERN,Walbrook,"(39.3123000000, -76.6680100000)",
3/17/13,518,1K,600 FALLSWAY,HOMICIDE,KNIFE,312,EASTERN,Penn-Fallsway,"(39.2971900000, -76.6103100000)",
3/17/13,1117,1F,1800 RUXTON AV,HOMICIDE,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3086200000, -76.6550800000)",
3/17/13,2134,1F,3700 MANCHESTER AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Central Park Heights,"(39.3430600000, -76.6762100000)",
3/14/13,1200,1K,2600 WEGWORTH LA,HOMICIDE,KNIFE,923,SOUTHERN,Lakeland,"(39.2545200000, -76.6449000000)",
3/8/13,607,1K,600 S FULTON AV,HOMICIDE,KNIFE,934,SOUTHERN,Carrollton Ridge,"(39.2809700000, -76.6448100000)",
3/4/13,26,1F,2900 MOSHER ST,HOMICIDE,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2992000000, -76.6658900000)",
3/3/13,1712,1K,3100 MILFORD AV,HOMICIDE,KNIFE,622,NORTHWESTERN,Howard Park,"(39.3259500000, -76.7007900000)",
3/3/13,1835,1F,1900 WALBROOK AV,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3109000000, -76.6482800000)",
3/2/13,452,1F,1100 BARCLAY ST,HOMICIDE,FIREARM,311,EASTERN,Johnston Square,"(39.3026500000, -76.6104000000)",
3/2/13,724,1F,300 E 22 1/2 ST,HOMICIDE,FIREARM,341,EASTERN,Barclay,"(39.3144400000, -76.6122600000)",
3/2/13,2100,1F,1800 PRESBURY ST,HOMICIDE,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3078900000, -76.6476900000)",
2/24/13,2250,1F,1700 MONTPELIER ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3197600000, -76.5950700000)",
2/24/13,2250,1F,1700 MONTPELIER ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3197600000, -76.5950700000)",
2/22/13,442,1F,2000 N MONROE ST,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3112300000, -76.6482800000)",
2/22/13,442,1F,2000 N MONROE ST,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3112300000, -76.6482800000)",
2/21/13,2015,1F,500 N FREMONT AV,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2944800000, -76.6319600000)",
2/19/13,1809,1F,3900 FRISBY ST,HOMICIDE,FIREARM,542,NORTHERN,Pen Lucy,"(39.3366200000, -76.6061900000)",
2/18/13,2316,1F,4300 ADELLE TER,HOMICIDE,FIREARM,843,SOUTHWESTERN,Irvington,"(39.2824500000, -76.6876600000)",
2/11/13,1819,1F,1100 N STRICKER ST,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3012900000, -76.6417200000)",
2/8/13,1418,1O,5700 HIGHGATE DR,HOMICIDE,OTHER,632,NORTHWESTERN,Glen,"(39.3555200000, -76.6813900000)",
2/5/13,1414,1K,0 N HOWARD ST,HOMICIDE,KNIFE,111,CENTRAL,Downtown,"(39.2900600000, -76.6194400000)",
2/4/13,205,1K,200 E FAYETTE ST,HOMICIDE,KNIFE,111,CENTRAL,Downtown,"(39.2904300000, -76.6120700000)",
2/3/13,1859,1F,1600 MC KEAN AV,HOMICIDE,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3071600000, -76.6472000000)",
2/3/13,58,1F,0 WHEELER AV,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2882800000, -76.6544000000)",
2/2/13,414,1F,3400 REISTERSTOWN RD,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3268700000, -76.6587200000)",
2/1/13,2011,1F,100 N BENTALOU ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2896200000, -76.6529900000)",
1/30/13,1800,1F,4600 LAUREL AV,HOMICIDE,FIREARM,532,NORTHERN,Cylburn,"(39.3446100000, -76.6655200000)",
1/29/13,745,1F,2600 SOUTHERN AV,HOMICIDE,FIREARM,421,NORTHEASTERN,Lauraville,"(39.3465300000, -76.5727400000)",
1/28/13,1157,1F,1500 STONEWOOD RD,HOMICIDE,FIREARM,413,NORTHEASTERN,Stonewood-Pentwood-Winston,"(39.3493200000, -76.5903600000)",
1/27/13,2346,1F,400 PARKSLEY AV,HOMICIDE,FIREARM,832,SOUTHWESTERN,Gwynns Falls,"(39.2797800000, -76.6656600000)",
1/22/13,2125,1F,600 N MILTON AV,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2978600000, -76.5822700000)",
1/18/13,2349,1K,300 E NORTH AV,HOMICIDE,KNIFE,311,EASTERN,Greenmount West,"(39.3111900000, -76.6115500000)",
1/16/13,2307,1F,3700 OLD FREDERICK RD,HOMICIDE,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.2835500000, -76.6776900000)",
1/15/13,1047,1F,3900 W MULBERRY ST,HOMICIDE,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2916900000, -76.6810700000)",
1/13/13,555,1F,2100 W NORTH AV,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3097200000, -76.6515200000)",
1/12/13,200,1F,200 N FRANKLINTOWN RD,HOMICIDE,FIREARM,842,SOUTHWESTERN,Penrose/Fayette Street Outreach,"(39.2901200000, -76.6604400000)",
1/11/13,1948,1F,3500 5TH ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2388600000, -76.6028400000)",
1/11/13,2330,1F,2300 W LANVALE ST,HOMICIDE,FIREARM,721,WESTERN,Evergreen Lawn,"(39.2970600000, -76.6536000000)",
1/11/13,2347,1K,5400 YORK RD,HOMICIDE,KNIFE,523,NORTHERN,Mid-Govans,"(39.3560000000, -76.6098600000)",
1/3/13,2305,1O,5600 SAGRA RD,HOMICIDE,OTHER,414,NORTHEASTERN,Woodbourne Heights,"(39.3569500000, -76.5925800000)",
