CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Post,District,Neighborhood,Location 1,crimeCaseNumber
5/21/15,129,1F,1800 RAMBLEWOOD RD,HOMICIDE,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3585100000, -76.5802300000)",
5/20/15,210,1F,800 W SARATOGA ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2926100000, -76.6310900000)",
5/20/15,1555,1F,2400 E MONUMENT ST,HOMICIDE,FIREARM,323,EASTERN,Milton-Montford,"(39.2988200000, -76.5836200000)",
5/20/15,2336,1F,500 N PULASKI ST,HOMICIDE,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2938900000, -76.6504300000)",
5/17/15,1441,1F,1700 N CAREY ST,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3091500000, -76.6431000000)",
5/17/15,1701,1F,100 S ARLINGTON AV,HOMICIDE,FIREARM,931,SOUTHERN,Hollins Market,"(39.2866300000, -76.6352000000)",
5/15/15,2007,1F,2500 N EDGECOMBE CIR,HOMICIDE,FIREARM,532,NORTHERN,Parklane,"(39.3421200000, -76.6585400000)",
5/15/15,2224,1F,2400 E HOFFMAN ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3068500000, -76.5841200000)",
5/14/15,911,1F,2100 EDMONDSON AV,HOMICIDE,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2950500000, -76.6508400000)",
5/14/15,1105,1O,1100 MONTPELIER ST,HOMICIDE,OTHER,513,NORTHERN,Better Waverly,"(39.3241600000, -76.6025800000)",
5/14/15,1340,1F,1900 E 31ST ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3263700000, -76.5886700000)",
5/14/15,1340,1F,1900 E 31ST ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3263700000, -76.5886700000)",
5/11/15,1053,1F,3400 CLIFTON AV,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3109500000, -76.6755800000)",
5/10/15,46,1F,4100 ROCKFIELD AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3462800000, -76.6891200000)",
5/10/15,2221,1F,5400 CRISMER AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3465100000, -76.6899300000)",
5/10/15,2233,1F,1300 N CAREY ST,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3034200000, -76.6390000000)",
5/10/15,2257,1F,5400 FAIRLAWN AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3457400000, -76.6902200000)",
5/7/15,1814,1F,100 W PATAPSCO AV,HOMICIDE,FIREARM,912,SOUTHERN,Brooklyn,"(39.2391800000, -76.6112500000)",
5/7/15,2213,1F,500 N EAST AV,HOMICIDE,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2972200000, -76.5721100000)",
5/6/15,710,1F,2500 DRUID HILL AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3133600000, -76.6412300000)",
5/4/15,1841,1K,400 FALLSWAY,HOMICIDE,KNIFE,111,EASTERN,Penn-Fallsway,"(39.2928100000, -76.6085900000)",
5/4/15,2134,1F,1800 DRUID HILL AV,HOMICIDE,FIREARM,131,CENTRAL,Druid Heights,"(39.3063200000, -76.6338500000)",
5/3/15,2133,1F,3000 ELIZABETH AV,HOMICIDE,FIREARM,923,SOUTHERN,Lakeland,"(39.2552800000, -76.6510700000)",
5/2/15,2336,1F,2800 SILVER HILL AV,HOMICIDE,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3263600000, -76.7100300000)",
5/1/15,1128,1F,300 S HIGHLAND AV,HOMICIDE,FIREARM,231,SOUTHEASTERN,Highlandtown,"(39.2884000000, -76.5691700000)",
4/30/15,839,1O,1700 PRESBURY ST,HOMICIDE,OTHER,742,WESTERN,Sandtown-Winchester,"(39.3079800000, -76.6449300000)",
4/30/15,1205,1F,800 MC KEAN AV,HOMICIDE,FIREARM,722,WESTERN,Harlem Park,"(39.2979900000, -76.6467600000)",
4/29/15,1534,1F,1600 HAZEL ST,HOMICIDE,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2260800000, -76.5883500000)",
4/29/15,1357,1F,3800 Liberty Heights Av,HOMICIDE,FIREARM,642,NORTHWESTERN,Callaway-Garrison,"(39.3270400000, -76.6812600000)",
4/29/15,2145,1F,500 EDGEWOOD ST,HOMICIDE,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2928500000, -76.6755100000)",
4/28/15,2010,1F,5100 PARK HEIGHTS AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3484300000, -76.6749100000)",
4/26/15,500,1F,4500 WESTCHESTER RD,HOMICIDE,FIREARM,641,NORTHWESTERN,Windsor Hills,"(39.3181700000, -76.6904100000)",
4/26/15,1244,1O,400 FURROW ST,HOMICIDE,OTHER,841,SOUTHWESTERN,Carrollton Ridge,"(39.2823900000, -76.6518000000)",
4/25/15,2345,1F,4300 BELAIR RD,HOMICIDE,FIREARM,422,NORTHEASTERN,Belair-Parkside,"(39.3283000000, -76.5653200000)",
4/24/15,2052,1F,4100 W ROGERS AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3469500000, -76.6908400000)",
4/23/15,1225,1F,3600 BOSTON ST,HOMICIDE,FIREARM,233,SOUTHEASTERN,Canton Industrial Area,"(39.2770800000, -76.5661100000)",
4/21/15,1229,1O,1800 ANNAPOLIS RD,HOMICIDE,OTHER,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2708500000, -76.6306800000)",
4/21/15,2037,1F,1500 N HILTON ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Rosemont,"(39.3045200000, -76.6721100000)",
4/17/15,329,1F,3400 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3249100000, -76.6738200000)",
4/17/15,2258,1F,2800 W GARRISON AV,HOMICIDE,FIREARM,532,NORTHERN,Cylburn,"(39.3497800000, -76.6662000000)",
4/17/15,2258,1F,2800 W GARRISON AV,HOMICIDE,FIREARM,532,NORTHERN,Cylburn,"(39.3497800000, -76.6662000000)",
4/13/15,2335,1F,3900 FLOWERTON RD,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edmondson Village,"(39.2986300000, -76.6821200000)",
4/10/15,1642,1K,1100 CARROLL ST,HOMICIDE,KNIFE,932,SOUTHERN,Washington Village/Pigtown,"(39.2815300000, -76.6321700000)",
4/8/15,1726,1F,4100 AUDREY AV,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2300700000, -76.6040500000)",
4/7/15,2256,1F,0 N MONROE ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2885600000, -76.6470000000)",
4/4/15,120,1K,2800 EDMONDSON AV,HOMICIDE,KNIFE,721,WESTERN,Mosher,"(39.2944700000, -76.6639000000)",
4/4/15,1337,1F,3200 ELMLEY AV,HOMICIDE,FIREARM,434,NORTHEASTERN,Belair-Edison,"(39.3170500000, -76.5780800000)",
4/4/15,1555,1F,100 N PULASKI ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2897200000, -76.6502000000)",
3/30/15,1827,1F,2800 W NORTH AV,HOMICIDE,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3091000000, -76.6645400000)",
3/30/15,1842,1F,1800 E FEDERAL ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3086400000, -76.5927300000)",
3/28/15,1348,1F,4100 10TH ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2300300000, -76.5980400000)",
3/27/15,1531,1K,2200 CHELSEA TER,HOMICIDE,KNIFE,812,SOUTHWESTERN,Mount Holly,"(39.3131200000, -76.6809900000)",
3/26/15,1840,1F,4500 PARKTON ST,HOMICIDE,FIREARM,833,SOUTHWESTERN,Yale Heights,"(39.2775700000, -76.6911500000)",
3/24/15,1308,1F,3300 W CATON AV,HOMICIDE,FIREARM,842,SOUTHWESTERN,Saint Josephs,"(39.2858700000, -76.6731800000)",
3/23/15,2116,1F,2700 PENNSYLVANIA AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3125300000, -76.6454800000)",
3/23/15,2207,1F,800 N MONROE ST,HOMICIDE,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2979600000, -76.6475100000)",
3/17/15,2057,1F,1200 E OLIVER ST,HOMICIDE,FIREARM,343,EASTERN,Oliver,"(39.3072100000, -76.6019100000)",
3/12/15,2118,1K,1900 E 28TH ST,HOMICIDE,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3238900000, -76.5894800000)",
3/12/15,633,1F,5400 BUCKNELL RD,HOMICIDE,FIREARM,441,NORTHEASTERN,Cedonia,"(39.3314100000, -76.5340400000)",
3/10/15,2254,1K,4400 LAPLATA AV,HOMICIDE,KNIFE,541,NORTHERN,Medfield,"(39.3425000000, -76.6451400000)",
3/3/15,1700,1F,800 RICHWOOD AV,HOMICIDE,FIREARM,524,NORTHERN,Richnor Springs,"(39.3464900000, -76.6050100000)",
3/2/15,1642,1F,1300 W LAFAYETTE AV,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.2990800000, -76.6387800000)",
3/2/15,1710,1F,700 W LEXINGTON ST,HOMICIDE,FIREARM,122,CENTRAL,Poppleton,"(39.2912100000, -76.6286100000)",
2/28/15,1546,1F,4300 WELBOURNE RD,HOMICIDE,FIREARM,412,NORTHEASTERN,Hillen,"(39.3435000000, -76.5879800000)",
2/25/15,2247,1F,5600 LOCH RAVEN BLVD,HOMICIDE,FIREARM,414,NORTHEASTERN,Woodbourne Heights,"(39.3574200000, -76.5898100000)",
2/24/15,1826,1F,300 MARYDELL RD,HOMICIDE,FIREARM,833,SOUTHWESTERN,Irvington,"(39.2798400000, -76.6896400000)",
2/24/15,2356,1K,800 GUILFORD AV,HOMICIDE,KNIFE,142,CENTRAL,Mount Vernon,"(39.2991400000, -76.6116500000)",
2/22/15,722,1F,700 N ROSE ST,HOMICIDE,FIREARM,323,EASTERN,Milton-Montford,"(39.2992400000, -76.5816500000)",
2/21/15,1102,1F,3800 RIDGEWOOD AV,HOMICIDE,FIREARM,642,NORTHWESTERN,Dolfield,"(39.3363300000, -76.6792800000)",
2/14/15,1635,1F,1700 ASHBURTON ST,HOMICIDE,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3075700000, -76.6621200000)",
2/12/15,101,1F,300 COLLINS AV,HOMICIDE,FIREARM,833,SOUTHWESTERN,Irvington,"(39.2811100000, -76.6835700000)",
2/12/15,1840,1F,3300 GARRISON BLVD,HOMICIDE,FIREARM,642,NORTHWESTERN,Forest Park,"(39.3266100000, -76.6825500000)",
2/11/15,1908,1F,3900 W GARRISON AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Langston Hughes,"(39.3433200000, -76.6802800000)",
2/3/15,114,1O,400 S EATON ST,HOMICIDE,OTHER,231,SOUTHEASTERN,Highlandtown,"(39.2876200000, -76.5653900000)",
2/1/15,1407,1F,600 N ELLWOOD AV,HOMICIDE,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2984400000, -76.5738000000)",
2/1/15,1550,1F,4500 N ROGERS AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3437500000, -76.6940000000)",
1/31/15,2300,1F,5300 FRANKFORD AV,HOMICIDE,FIREARM,444,NORTHEASTERN,Frankford,"(39.3244100000, -76.5407900000)",
1/30/15,2000,1F,3000 Liberty Heights Av,HOMICIDE,FIREARM,643,NORTHWESTERN,Hanlon-Longwood,"(39.3224600000, -76.6657300000)",
1/29/15,1910,1F,4400 PRUDENCE ST,HOMICIDE,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2255800000, -76.5915800000)",
1/29/15,1153,1F,900 STAMFORD RD,HOMICIDE,FIREARM,823,SOUTHWESTERN,West Hills,"(39.2959400000, -76.7095400000)",
1/29/15,1328,1F,2300 E LAFAYETTE AV,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3110500000, -76.5854200000)",
1/28/15,1310,1F,2300 WALBROOK AV,HOMICIDE,FIREARM,731,WESTERN,Mondawmin,"(39.3106800000, -76.6542300000)",
1/26/15,2138,1F,2000 PENNSYLVANIA AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3063100000, -76.6379700000)",
1/25/15,1849,1K,4500 FURLEY AV,HOMICIDE,KNIFE,443,NORTHEASTERN,Frankford,"(39.3302500000, -76.5549000000)",
1/24/15,2206,1F,4400 FRANCONIA DR,HOMICIDE,FIREARM,443,NORTHEASTERN,Frankford,"(39.3266500000, -76.5582200000)",
1/18/15,1917,1F,2000 DENISON ST,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3102200000, -76.6742300000)",
1/18/15,1917,1F,2000 DENISON ST,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3102200000, -76.6742300000)",
1/17/15,1446,1F,1700 PRESSTMAN ST,HOMICIDE,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3053600000, -76.6448100000)",
1/12/15,1953,1F,1700 HOMESTEAD ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3202900000, -76.5945300000)",
1/11/15,2247,1F,4600 EDMONDSON AV,HOMICIDE,FIREARM,822,SOUTHWESTERN,Hunting Ridge,"(39.2934400000, -76.6943400000)",
1/10/15,1950,1F,1900 MC CULLOH ST,HOMICIDE,FIREARM,131,CENTRAL,Druid Heights,"(39.3073700000, -76.6338100000)",
1/9/15,1555,1F,5900 GLENKIRK RD,HOMICIDE,FIREARM,414,NORTHEASTERN,Ramblewood,"(39.3634300000, -76.5894800000)",
1/9/15,1555,1F,5900 GLENKIRK RD,HOMICIDE,FIREARM,414,NORTHEASTERN,Ramblewood,"(39.3634300000, -76.5894800000)",
1/5/15,1330,1O,1100 N CARROLLTON AV,HOMICIDE,OTHER,743,WESTERN,Sandtown-Winchester,"(39.3013800000, -76.6374600000)",
1/4/15,913,1F,1900 62ND ST,HOMICIDE,FIREARM,441,NORTHEASTERN,Pulaski Industrial Area,"(39.3152700000, -76.5322600000)",
1/4/15,1839,1F,1100 N WOODYEAR ST,HOMICIDE,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3013300000, -76.6395800000)",
1/3/15,120,1F,2600 SEVILLE AV,HOMICIDE,FIREARM,532,NORTHERN,Levindale,"(39.3516800000, -76.6671200000)",
1/3/15,613,1F,500 QUEENSGATE RD,HOMICIDE,FIREARM,833,SOUTHWESTERN,Beechfield,"(39.2761300000, -76.6968500000)",
1/3/15,7,1F,4500 ERDMAN AV,HOMICIDE,FIREARM,333,NORTHEASTERN,Orangeville Industrial Area,"(39.3096600000, -76.5633000000)",
12/31/14,840,1F,4000 2ND ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2337400000, -76.6107900000)",
12/30/14,123,1F,3100 GREENMOUNT AV,HOMICIDE,FIREARM,513,NORTHERN,Abell,"(39.3261800000, -76.6094400000)",
12/28/14,213,1F,2300 MC CULLOH ST,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3107100000, -76.6373700000)",
12/25/14,157,1K,3800 S HANOVER ST,HOMICIDE,KNIFE,913,SOUTHERN,Brooklyn,"(39.2366100000, -76.6105400000)",
12/22/14,1459,1F,2000 DENISON ST,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3102200000, -76.6742300000)",
12/20/14,1640,1F,3700 RAVENWOOD AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3154800000, -76.5657200000)",
12/20/14,1734,1K,500 N SCHROEDER ST,HOMICIDE,KNIFE,713,WESTERN,Harlem Park,"(39.2944400000, -76.6341500000)",
12/16/14,1628,1F,2900 RIDGEWOOD AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Lucille Park,"(39.3392000000, -76.6708700000)",
12/14/14,1406,1F,2700 ASHLAND AV,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.3011500000, -76.5787200000)",
12/14/14,1248,1F,2300 HARFORD RD,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3158700000, -76.5962700000)",
12/9/14,1212,1F,2500 MC HENRY ST,HOMICIDE,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2839200000, -76.6561400000)",
12/7/14,1852,1F,500 EDGEWOOD ST,HOMICIDE,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2928500000, -76.6755100000)",
12/2/14,1744,1F,2800 ASHLAND AV,HOMICIDE,FIREARM,323,EASTERN,Madison-Eastend,"(39.3011600000, -76.5781000000)",
12/1/14,1044,1F,3900 PENHURST AV,HOMICIDE,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3386600000, -76.6814300000)",
12/1/14,1802,1F,1500 ARGYLE AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3012900000, -76.6337100000)",
11/30/14,534,1K,6500 CROSS COUNTRY BLVD,HOMICIDE,KNIFE,632,NORTHWESTERN,Cross Country,"(39.3650200000, -76.6937000000)",
11/25/14,2208,1F,1200 DARLEY AV,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3163000000, -76.5991000000)",
11/20/14,1315,1F,4600 MANNASOTA AV,HOMICIDE,FIREARM,443,NORTHEASTERN,Frankford,"(39.3303900000, -76.5582000000)",
11/19/14,1111,1O,500 W LANVALE ST,HOMICIDE,OTHER,123,CENTRAL,Upton,"(39.3019600000, -76.6286100000)",
11/19/14,2229,1F,3000 WYLIE AV,HOMICIDE,FIREARM,532,NORTHERN,Parklane,"(39.3419300000, -76.6653100000)",
11/18/14,1818,1O,1600 E 28TH ST,HOMICIDE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3238400000, -76.5924900000)",
11/10/14,1902,1F,300 NOTTINGHAM RD,HOMICIDE,FIREARM,823,SOUTHWESTERN,Ten Hills,"(39.2864700000, -76.6970800000)",
11/10/14,2004,1F,3400 MONDAWMIN AV,HOMICIDE,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,"(39.3151800000, -76.6749400000)",
11/9/14,1849,1F,400 EDGEWOOD ST,HOMICIDE,FIREARM,843,SOUTHWESTERN,Lower Edmondson Village,"(39.2920700000, -76.6754000000)",
11/5/14,2005,1F,2800 KENT ST,HOMICIDE,FIREARM,921,SOUTHERN,Westport,"(39.2630100000, -76.6339200000)",
11/3/14,641,1F,2700 PRESSTMAN ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3046500000, -76.6631600000)",
11/2/14,152,1F,3600 PARK HEIGHTS AV,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3298300000, -76.6593100000)",
11/1/14,717,1F,400 N GAY ST,HOMICIDE,FIREARM,312,EASTERN,Penn-Fallsway,"(39.2945900000, -76.6063300000)",
10/31/14,1457,1F,3500 BRENDAN AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3189500000, -76.5674800000)",
10/29/14,1855,1F,0 S CATHERINE ST,HOMICIDE,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2877000000, -76.6561900000)",
10/28/14,455,1O,4400 FURLEY AV,HOMICIDE,OTHER,443,NORTHEASTERN,Frankford,"(39.3310400000, -76.5565400000)",
10/25/14,21,1F,4700 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3314600000, -76.6958000000)",
10/23/14,1129,1F,3900 CHESTERFIELD AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3164700000, -76.5627200000)",
10/22/14,1952,1F,3800 WOODBINE AV,HOMICIDE,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3352400000, -76.6954200000)",
10/15/14,2009,1K,800 HARFORD CT,HOMICIDE,KNIFE,312,EASTERN,Oldtown,"(39.2992100000, -76.6050900000)",
10/11/14,2053,1O,2500 GARRETT AV,HOMICIDE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3189200000, -76.5986600000)",
10/10/14,1655,1F,1500 TRACTION ST,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3109900000, -76.6425000000)",
10/10/14,2214,1F,5600 LOCH RAVEN BLVD,HOMICIDE,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3595200000, -76.5885600000)",
10/9/14,50,1O,2700 HUGO AV,HOMICIDE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3233400000, -76.5892800000)",
10/9/14,1331,1K,1700 W NORTH AV,HOMICIDE,KNIFE,733,WESTERN,Penn North,"(39.3099700000, -76.6450900000)",
10/7/14,127,1F,5200 DENMORE AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3488700000, -76.6786500000)",
10/7/14,127,1F,5200 DENMORE AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3488700000, -76.6786500000)",
10/7/14,211,1F,3000 N HILTON ST,HOMICIDE,FIREARM,642,NORTHWESTERN,Forest Park,"(39.3204100000, -76.6730700000)",
10/6/14,2223,1K,700 S BOND ST,HOMICIDE,KNIFE,213,SOUTHEASTERN,Fells Point,"(39.2831800000, -76.5951500000)",
10/5/14,1355,1F,5000 RAINTREE WY,HOMICIDE,FIREARM,442,NORTHEASTERN,Parkside,"(39.3213300000, -76.5532600000)",
10/4/14,2220,1F,7000 FIELDCREST RD,HOMICIDE,FIREARM,631,NORTHWESTERN,Fallstaff,"(39.3640700000, -76.7085400000)",
10/1/14,2138,1F,1600 CLIFTVIEW AV,HOMICIDE,FIREARM,342,EASTERN,Darley Park,"(39.3152400000, -76.5955800000)",
9/30/14,25,1F,3700 E PRATT ST,HOMICIDE,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,"(39.2903300000, -76.5662300000)",
9/28/14,1557,1F,2400 E OLIVER ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3079200000, -76.5841800000)",
9/26/14,154,1K,2500 N HOWARD ST,HOMICIDE,KNIFE,511,NORTHERN,Remington,"(39.3178100000, -76.6197600000)",
9/25/14,52,1F,3800 BOARMAN AV,HOMICIDE,FIREARM,642,NORTHWESTERN,Callaway-Garrison,"(39.3345100000, -76.6789500000)",
9/23/14,456,1K,6000 AMBERWOOD RD,HOMICIDE,KNIFE,443,NORTHEASTERN,Frankford,"(39.3163700000, -76.5433000000)",
9/23/14,609,1K,1700 KANE ST,HOMICIDE,KNIFE,243,SOUTHEASTERN,Broening Manor,"(39.2729600000, -76.5358900000)",
9/22/14,1957,1F,400 N MONTFORD AV,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2959500000, -76.5835700000)",
9/21/14,2322,1F,400 W SARATOGA ST,HOMICIDE,FIREARM,111,CENTRAL,Downtown,"(39.2928500000, -76.6212400000)",
9/21/14,2322,1F,400 W SARATOGA ST,HOMICIDE,FIREARM,111,CENTRAL,Downtown,"(39.2928500000, -76.6212400000)",
9/20/14,14,1F,6500 HOLABIRD AV,HOMICIDE,FIREARM,243,SOUTHEASTERN,Broening Manor,"(39.2724000000, -76.5351900000)",
9/18/14,2016,1F,5800 WAYCROSS RD,HOMICIDE,FIREARM,441,NORTHEASTERN,Cedonia,"(39.3325100000, -76.5345200000)",
9/18/14,2123,1F,3000 FLEETWOOD AV,HOMICIDE,FIREARM,424,NORTHEASTERN,Westfield,"(39.3624100000, -76.5522900000)",
9/11/14,213,1F,2900 ARUNAH AV,HOMICIDE,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2952500000, -76.6652700000)",
9/6/14,2355,1F,2000 CECIL AV,HOMICIDE,FIREARM,342,EASTERN,East Baltimore Midway,"(39.3131300000, -76.6052900000)",
9/3/14,2136,1F,4900 PARK HEIGHTS AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3467000000, -76.6728400000)",
9/3/14,2317,1F,3200 SPAULDING AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3483000000, -76.6748600000)",
9/2/14,103,1F,4700 PARK HEIGHTS AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3447100000, -76.6707400000)",
9/1/14,2127,1F,1800 DRUID HILL AV,HOMICIDE,FIREARM,131,CENTRAL,Druid Heights,"(39.3061900000, -76.6336900000)",
9/1/14,2151,1F,700 LINNARD ST,HOMICIDE,FIREARM,844,SOUTHWESTERN,Edgewood,"(39.2968800000, -76.6747600000)",
8/31/14,335,1F,4200 BERGER AV,HOMICIDE,FIREARM,444,NORTHEASTERN,Frankford,"(39.3399900000, -76.5473600000)",
8/29/14,1538,1F,100 N GILMOR ST,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2898100000, -76.6425000000)",
8/27/14,1014,1F,2400 E MADISON ST,HOMICIDE,FIREARM,323,EASTERN,Milton-Montford,"(39.2998900000, -76.5833500000)",
8/26/14,2241,1K,500 E COLD SPRING LA,HOMICIDE,KNIFE,524,NORTHERN,Wrenlane,"(39.3461200000, -76.6090700000)",
8/24/14,140,1K,1500 GORSUCH AV,HOMICIDE,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3227500000, -76.5971400000)",
8/24/14,658,1K,600 WINSTON AV,HOMICIDE,KNIFE,524,NORTHERN,Winston-Govans,"(39.3500800000, -76.6075400000)",
8/24/14,1052,1F,4200 WEST BAY AV,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2288000000, -76.5942200000)",
8/22/14,36,1F,2000 LINDEN AV,HOMICIDE,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3105900000, -76.6325100000)",
8/22/14,149,1O,4200 SHAMROCK AV,HOMICIDE,OTHER,442,NORTHEASTERN,Belair-Edison,"(39.3280700000, -76.5652800000)",
8/21/14,25,1F,3400 RAMONA AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3230100000, -76.5633400000)",
8/20/14,212,1F,0 W 20TH ST,HOMICIDE,FIREARM,514,NORTHERN,Charles North,"(39.3122500000, -76.6167400000)",
8/20/14,2357,1F,200 N BENTALOU ST,HOMICIDE,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2907900000, -76.6530600000)",
8/16/14,2001,1O,1400 GORSUCH AV,HOMICIDE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3234200000, -76.5981100000)",
8/15/14,952,1K,4100 FERNHILL AV,HOMICIDE,KNIFE,621,NORTHWESTERN,West Arlington,"(39.3376300000, -76.6875800000)",
8/11/14,25,1F,2900 BRIGHTON ST,HOMICIDE,FIREARM,813,SOUTHWESTERN,Northwest Community Action,"(39.3052800000, -76.6661600000)",
8/11/14,38,1F,6000 BELAIR RD,HOMICIDE,FIREARM,445,NORTHEASTERN,Cedmont,"(39.3474600000, -76.5388900000)",
8/11/14,1707,1K,2800 ST LO DR,HOMICIDE,KNIFE,431,NORTHEASTERN,Clifton Park,"(39.3188400000, -76.5871300000)",
8/10/14,10,1F,1600 E MADISON ST,HOMICIDE,FIREARM,313,EASTERN,Gay Street,"(39.2994100000, -76.5960600000)",
8/9/14,1414,1F,4100 E MONUMENT ST,HOMICIDE,FIREARM,333,EASTERN,Orangeville,"(39.2997700000, -76.5632000000)",
